SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1618796602.846847, , , , -0.065524, 0.065549, -0.023596, , , 
1618796602.9313369, , , , -0.054507, -0.019740, -0.005815, , , 
1618796603.011876, , , , -0.233129, -0.007075, 0.000792, , , 
1618796603.094648, , , , -0.308813, 0.011779, -0.000993, , , 
1618796603.165399, , , , -0.116581, -0.038644, 0.000985, , , 
1618796603.239186, , , , -0.129088, 0.017530, -0.002701, , , 
1618796603.311178, , , , -0.078507, -0.026260, -0.001332, , , 
1618796603.384574, , , , -0.068549, 0.022362, -0.010185, , , 
1618796603.460143, , , , -0.098984, -0.085096, 0.005838, , , 
1618796603.5473561, , , , -0.055510, -0.105751, 0.008907, , , 
1618796603.6256552, , , , -0.059965, 0.025750, -0.001955, , , 
1618796603.6979098, , , , -0.104048, 0.036009, 0.007544, , , 
1618796603.7803512, , , , 0.001214, 0.025527, 0.002541, , , 
1618796603.859548, , , , 0.003214, 0.015963, 0.005027, , , 
1618796603.942099, , , , 0.024921, -0.001119, 0.007833, , , 
1618796603.999733, , , , -0.015104, 0.022120, 0.006295, , , 
1618796604.085315, , , , -0.025693, -0.028281, 0.002146, , , 
1618796604.142189, , , , -0.048173, 0.056221, -0.006168, , , 
1618796604.183073, , , , -0.101526, -0.068148, 0.027528, , , 
1618796604.240776, , , , -0.044493, -0.018147, 0.011115, , , 
1618796604.282683, , , , -0.003565, -0.007925, 0.005081, , , 
1618796604.339953, , , , -0.020814, -0.010349, 0.010225, , , 
1618796604.380295, , , , 0.001786, 0.015721, 0.001476, , , 
1618796604.45229, , , , 0.025780, -0.007137, 0.001670, , , 
1618796604.525985, , , , 0.067070, -0.033016, 0.005143, , , 
1618796604.597262, , , , -0.019894, -0.003626, 0.007523, , , 
1618796604.677434, , , , 0.045093, -0.058576, -0.001945, , , 
1618796604.748956, , , , 0.077127, -0.076253, -0.014063, , , 
1618796604.825745, , , , 0.047557, -0.067127, -0.006713, , , 
1618796604.896796, , , , 0.015174, -0.037134, -0.007890, , , 
1618796604.981601, , , , 0.011977, 0.014114, -0.001172, , , 
1618796605.066646, , , , 0.036306, 0.026253, 0.009244, , , 
1618796605.151422, , , , 0.030151, 0.016962, 0.005568, , , 
